,version,description,id,schemas,documentationLink,rootUrl,discoveryVersion,mtlsRootUrl,ownerDomain,resources,auth,servicePath,kind,parameters,revision,protocol,ownerName,icons,canonicalName,fullyEncodeReservedExpansion,basePath,title,name,version_module,baseUrl,batchPath
WaterfallChartSpec,v4,Reads and writes Google Sheets.,sheets:v4,"{'id': 'WaterfallChartSpec', 'properties': {'domain': {'$ref': 'WaterfallChartDomain', 'description': 'The domain data (horizontal axis) for the waterfall chart.'}, 'firstValueIsTotal': {'type': 'boolean', 'description': 'True to interpret the first value as a total.'}, 'stackedType': {'enumDescriptions': ['Default value, do not use.', 'Values corresponding to the same domain (horizontal axis) value will be stacked vertically.', 'Series will spread out along the horizontal axis.'], 'type': 'string', 'enum': ['WATERFALL_STACKED_TYPE_UNSPECIFIED', 'STACKED', 'SEQUENTIAL'], 'description': 'The stacked type.'}, 'hideConnectorLines': {'description': 'True to hide connector lines between columns.', 'type': 'boolean'}, 'connectorLineStyle': {'description': 'The line style for the connector lines.', '$ref': 'LineStyle'}, 'totalDataLabel': {'description': 'Controls whether to display additional data labels on stacked charts which sum the total value of all stacked values at each value along the domain axis. stacked_type must be STACKED and neither CUSTOM nor placement can be set on the total_data_label.', '$ref': 'DataLabel'}, 'series': {'description': 'The data this waterfall chart is visualizing.', 'items': {'$ref': 'WaterfallChartSeries'}, 'type': 'array'}}, 'type': 'object', 'description': 'A waterfall chart.'}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
AddDimensionGroupRequest,v4,Reads and writes Google Sheets.,sheets:v4,"{'properties': {'range': {'description': 'The range over which to create a group.', '$ref': 'DimensionRange'}}, 'description': ""Creates a group over the specified range. If the requested range is a superset of the range of an existing group G, then the depth of G is incremented and this new group G' has the depth of that group. For example, a group [C:D, depth 1] + [B:E] results in groups [B:E, depth 1] and [C:D, depth 2]. If the requested range is a subset of the range of an existing group G, then the depth of the new group G' becomes one greater than the depth of G. For example, a group [B:E, depth 1] + [C:D] results in groups [B:E, depth 1] and [C:D, depth 2]. If the requested range starts before and ends within, or starts within and ends after, the range of an existing group G, then the range of the existing group G becomes the union of the ranges, and the new group G' has depth one greater than the depth of G and range as the intersection of the ranges. For example, a group [B:D, depth 1] + [C:E] results in groups [B:E, depth 1] and [C:D, depth 2]."", 'id': 'AddDimensionGroupRequest', 'type': 'object'}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
DeleteEmbeddedObjectRequest,v4,Reads and writes Google Sheets.,sheets:v4,"{'id': 'DeleteEmbeddedObjectRequest', 'properties': {'objectId': {'format': 'int32', 'description': 'The ID of the embedded object to delete.', 'type': 'integer'}}, 'description': 'Deletes the embedded object with the given ID.', 'type': 'object'}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
InterpolationPoint,v4,Reads and writes Google Sheets.,sheets:v4,"{'id': 'InterpolationPoint', 'properties': {'type': {'enumDescriptions': ['The default value, do not use.', 'The interpolation point uses the minimum value in the cells over the range of the conditional format.', 'The interpolation point uses the maximum value in the cells over the range of the conditional format.', 'The interpolation point uses exactly the value in InterpolationPoint.value.', 'The interpolation point is the given percentage over all the cells in the range of the conditional format. This is equivalent to `NUMBER` if the value was: `=(MAX(FLATTEN(range)) * (value / 100)) + (MIN(FLATTEN(range)) * (1 - (value / 100)))` (where errors in the range are ignored when flattening).', 'The interpolation point is the given percentile over all the cells in the range of the conditional format. This is equivalent to `NUMBER` if the value was: `=PERCENTILE(FLATTEN(range), value / 100)` (where errors in the range are ignored when flattening).'], 'type': 'string', 'enum': ['INTERPOLATION_POINT_TYPE_UNSPECIFIED', 'MIN', 'MAX', 'NUMBER', 'PERCENT', 'PERCENTILE'], 'description': 'How the value should be interpreted.'}, 'colorStyle': {'description': 'The color this interpolation point should use. If color is also set, this field takes precedence.', '$ref': 'ColorStyle'}, 'value': {'type': 'string', 'description': 'The value this interpolation point uses. May be a formula. Unused if type is MIN or MAX.'}, 'color': {'description': 'The color this interpolation point should use.', '$ref': 'Color'}}, 'description': 'A single interpolation point on a gradient conditional format. These pin the gradient color scale according to the color, type and value chosen.', 'type': 'object'}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
DeleteDimensionGroupResponse,v4,Reads and writes Google Sheets.,sheets:v4,"{'properties': {'dimensionGroups': {'description': 'All groups of a dimension after deleting a group from that dimension.', 'items': {'$ref': 'DimensionGroup'}, 'type': 'array'}}, 'description': 'The result of deleting a group.', 'type': 'object', 'id': 'DeleteDimensionGroupResponse'}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
BigQueryDataSourceSpec,v4,Reads and writes Google Sheets.,sheets:v4,"{'properties': {'tableSpec': {'description': 'A BigQueryTableSpec.', '$ref': 'BigQueryTableSpec'}, 'querySpec': {'$ref': 'BigQueryQuerySpec', 'description': 'A BigQueryQuerySpec.'}, 'projectId': {'description': 'The ID of a BigQuery enabled GCP project with a billing account attached. For any queries executed against the data source, the project is charged.', 'type': 'string'}}, 'id': 'BigQueryDataSourceSpec', 'description': ""The specification of a BigQuery data source that's connected to a sheet."", 'type': 'object'}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
WaterfallChartDomain,v4,Reads and writes Google Sheets.,sheets:v4,"{'type': 'object', 'id': 'WaterfallChartDomain', 'properties': {'data': {'description': 'The data of the WaterfallChartDomain.', '$ref': 'ChartData'}, 'reversed': {'description': 'True to reverse the order of the domain values (horizontal axis).', 'type': 'boolean'}}, 'description': 'The domain of a waterfall chart.'}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
Padding,v4,Reads and writes Google Sheets.,sheets:v4,"{'description': 'The amount of padding around the cell, in pixels. When updating padding, every field must be specified.', 'id': 'Padding', 'type': 'object', 'properties': {'top': {'format': 'int32', 'description': 'The top padding of the cell.', 'type': 'integer'}, 'right': {'format': 'int32', 'type': 'integer', 'description': 'The right padding of the cell.'}, 'bottom': {'description': 'The bottom padding of the cell.', 'format': 'int32', 'type': 'integer'}, 'left': {'description': 'The left padding of the cell.', 'format': 'int32', 'type': 'integer'}}}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
BatchGetValuesResponse,v4,Reads and writes Google Sheets.,sheets:v4,"{'type': 'object', 'id': 'BatchGetValuesResponse', 'properties': {'valueRanges': {'items': {'$ref': 'ValueRange'}, 'type': 'array', 'description': 'The requested values. The order of the ValueRanges is the same as the order of the requested ranges.'}, 'spreadsheetId': {'type': 'string', 'description': 'The ID of the spreadsheet the data was retrieved from.'}}, 'description': 'The response when retrieving more than one range of values in a spreadsheet.'}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
UpdateBordersRequest,v4,Reads and writes Google Sheets.,sheets:v4,"{'properties': {'innerHorizontal': {'description': 'The horizontal border to put within the range.', '$ref': 'Border'}, 'right': {'$ref': 'Border', 'description': 'The border to put at the right of the range.'}, 'bottom': {'$ref': 'Border', 'description': 'The border to put at the bottom of the range.'}, 'innerVertical': {'description': 'The vertical border to put within the range.', '$ref': 'Border'}, 'top': {'description': 'The border to put at the top of the range.', '$ref': 'Border'}, 'left': {'description': 'The border to put at the left of the range.', '$ref': 'Border'}, 'range': {'description': 'The range whose borders should be updated.', '$ref': 'GridRange'}}, 'description': 'Updates the borders of a range. If a field is not set in the request, that means the border remains as-is. For example, with two subsequent UpdateBordersRequest: 1. range: A1:A5 `{ top: RED, bottom: WHITE }` 2. range: A1:A5 `{ left: BLUE }` That would result in A1:A5 having a borders of `{ top: RED, bottom: WHITE, left: BLUE }`. If you want to clear a border, explicitly set the style to NONE.', 'id': 'UpdateBordersRequest', 'type': 'object'}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
BatchUpdateValuesResponse,v4,Reads and writes Google Sheets.,sheets:v4,"{'type': 'object', 'description': 'The response when updating a range of values in a spreadsheet.', 'id': 'BatchUpdateValuesResponse', 'properties': {'totalUpdatedColumns': {'type': 'integer', 'description': 'The total number of columns where at least one cell in the column was updated.', 'format': 'int32'}, 'spreadsheetId': {'type': 'string', 'description': 'The spreadsheet the updates were applied to.'}, 'totalUpdatedCells': {'description': 'The total number of cells updated.', 'type': 'integer', 'format': 'int32'}, 'responses': {'items': {'$ref': 'UpdateValuesResponse'}, 'description': 'One UpdateValuesResponse per requested range, in the same order as the requests appeared.', 'type': 'array'}, 'totalUpdatedRows': {'format': 'int32', 'description': 'The total number of rows where at least one cell in the row was updated.', 'type': 'integer'}, 'totalUpdatedSheets': {'format': 'int32', 'description': 'The total number of sheets where at least one cell in the sheet was updated.', 'type': 'integer'}}}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
RefreshDataSourceResponse,v4,Reads and writes Google Sheets.,sheets:v4,"{'id': 'RefreshDataSourceResponse', 'properties': {'statuses': {'description': 'All the refresh status for the data source object references specified in the request. If is_all is specified, the field contains only those in failure status.', 'items': {'$ref': 'RefreshDataSourceObjectExecutionStatus'}, 'type': 'array'}}, 'type': 'object', 'description': 'The response from refreshing one or multiple data source objects.'}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
AddBandingRequest,v4,Reads and writes Google Sheets.,sheets:v4,"{'type': 'object', 'id': 'AddBandingRequest', 'properties': {'bandedRange': {'description': 'The banded range to add. The bandedRangeId field is optional; if one is not set, an id will be randomly generated. (It is an error to specify the ID of a range that already exists.)', '$ref': 'BandedRange'}}, 'description': 'Adds a new banded range to the spreadsheet.'}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
CandlestickDomain,v4,Reads and writes Google Sheets.,sheets:v4,"{'description': 'The domain of a CandlestickChart.', 'type': 'object', 'properties': {'reversed': {'type': 'boolean', 'description': 'True to reverse the order of the domain values (horizontal axis).'}, 'data': {'$ref': 'ChartData', 'description': 'The data of the CandlestickDomain.'}}, 'id': 'CandlestickDomain'}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
UpdateBandingRequest,v4,Reads and writes Google Sheets.,sheets:v4,"{'properties': {'fields': {'description': 'The fields that should be updated. At least one field must be specified. The root `bandedRange` is implied and should not be specified. A single `""*""` can be used as short-hand for listing every field.', 'type': 'string', 'format': 'google-fieldmask'}, 'bandedRange': {'description': 'The banded range to update with the new properties.', '$ref': 'BandedRange'}}, 'description': 'Updates properties of the supplied banded range.', 'type': 'object', 'id': 'UpdateBandingRequest'}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
BatchUpdateValuesByDataFilterRequest,v4,Reads and writes Google Sheets.,sheets:v4,"{'description': 'The request for updating more than one range of values in a spreadsheet.', 'properties': {'responseValueRenderOption': {'enumDescriptions': ['Values will be calculated & formatted in the reply according to the cell\'s formatting. Formatting is based on the spreadsheet\'s locale, not the requesting user\'s locale. For example, if `A1` is `1.23` and `A2` is `=A1` and formatted as currency, then `A2` would return `""$1.23""`.', 'Values will be calculated, but not formatted in the reply. For example, if `A1` is `1.23` and `A2` is `=A1` and formatted as currency, then `A2` would return the number `1.23`.', 'Values will not be calculated. The reply will include the formulas. For example, if `A1` is `1.23` and `A2` is `=A1` and formatted as currency, then A2 would return `""=A1""`.'], 'enum': ['FORMATTED_VALUE', 'UNFORMATTED_VALUE', 'FORMULA'], 'description': 'Determines how values in the response should be rendered. The default render option is FORMATTED_VALUE.', 'type': 'string'}, 'data': {'type': 'array', 'description': 'The new values to apply to the spreadsheet. If more than one range is matched by the specified DataFilter the specified values are applied to all of those ranges.', 'items': {'$ref': 'DataFilterValueRange'}}, 'responseDateTimeRenderOption': {'enumDescriptions': ['Instructs date, time, datetime, and duration fields to be output as doubles in ""serial number"" format, as popularized by Lotus 1-2-3. The whole number portion of the value (left of the decimal) counts the days since December 30th 1899. The fractional portion (right of the decimal) counts the time as a fraction of the day. For example, January 1st 1900 at noon would be 2.5, 2 because it\'s 2 days after December 30st 1899, and .5 because noon is half a day. February 1st 1900 at 3pm would be 33.625. This correctly treats the year 1900 as not a leap year.', 'Instructs date, time, datetime, and duration fields to be output as strings in their given number format (which is dependent on the spreadsheet locale).'], 'description': 'Determines how dates, times, and durations in the response should be rendered. This is ignored if response_value_render_option is FORMATTED_VALUE. The default dateTime render option is SERIAL_NUMBER.', 'enum': ['SERIAL_NUMBER', 'FORMATTED_STRING'], 'type': 'string'}, 'valueInputOption': {'description': 'How the input data should be interpreted.', 'enumDescriptions': ['Default input value. This value must not be used.', 'The values the user has entered will not be parsed and will be stored as-is.', 'The values will be parsed as if the user typed them into the UI. Numbers will stay as numbers, but strings may be converted to numbers, dates, etc. following the same rules that are applied when entering text into a cell via the Google Sheets UI.'], 'enum': ['INPUT_VALUE_OPTION_UNSPECIFIED', 'RAW', 'USER_ENTERED'], 'type': 'string'}, 'includeValuesInResponse': {'description': 'Determines if the update response should include the values of the cells that were updated. By default, responses do not include the updated values. The `updatedData` field within each of the BatchUpdateValuesResponse.responses contains the updated values. If the range to write was larger than the range actually written, the response includes all values in the requested range (excluding trailing empty rows and columns).', 'type': 'boolean'}}, 'id': 'BatchUpdateValuesByDataFilterRequest', 'type': 'object'}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
ChartAxisViewWindowOptions,v4,Reads and writes Google Sheets.,sheets:v4,"{'id': 'ChartAxisViewWindowOptions', 'type': 'object', 'description': 'The options that define a ""view window"" for a chart (such as the visible values in an axis).', 'properties': {'viewWindowMin': {'description': 'The minimum numeric value to be shown in this view window. If unset, will automatically determine a minimum value that looks good for the data.', 'type': 'number', 'format': 'double'}, 'viewWindowMax': {'format': 'double', 'type': 'number', 'description': 'The maximum numeric value to be shown in this view window. If unset, will automatically determine a maximum value that looks good for the data.'}, 'viewWindowMode': {'type': 'string', 'description': ""The view window's mode."", 'enumDescriptions': ['The default view window mode used in the Sheets editor for this chart type. In most cases, if set, the default mode is equivalent to `PRETTY`.', 'Do not use. Represents that the currently set mode is not supported by the API.', 'Follows the min and max exactly if specified. If a value is unspecified, it will fall back to the `PRETTY` value.', 'Chooses a min and max that make the chart look good. Both min and max are ignored in this mode.'], 'enum': ['DEFAULT_VIEW_WINDOW_MODE', 'VIEW_WINDOW_MODE_UNSUPPORTED', 'EXPLICIT', 'PRETTY']}}}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
SheetProperties,v4,Reads and writes Google Sheets.,sheets:v4,"{'description': 'Properties of a sheet.', 'id': 'SheetProperties', 'type': 'object', 'properties': {'tabColorStyle': {'$ref': 'ColorStyle', 'description': 'The color of the tab in the UI. If tab_color is also set, this field takes precedence.'}, 'index': {'description': 'The index of the sheet within the spreadsheet. When adding or updating sheet properties, if this field is excluded then the sheet is added or moved to the end of the sheet list. When updating sheet indices or inserting sheets, movement is considered in ""before the move"" indexes. For example, if there were 3 sheets (S1, S2, S3) in order to move S1 ahead of S2 the index would have to be set to 2. A sheet index update request is ignored if the requested index is identical to the sheets current index or if the requested new index is equal to the current sheet index + 1.', 'format': 'int32', 'type': 'integer'}, 'title': {'type': 'string', 'description': 'The name of the sheet.'}, 'tabColor': {'$ref': 'Color', 'description': 'The color of the tab in the UI.'}, 'gridProperties': {'$ref': 'GridProperties', 'description': 'Additional properties of the sheet if this sheet is a grid. (If the sheet is an object sheet, containing a chart or image, then this field will be absent.) When writing it is an error to set any grid properties on non-grid sheets. If this sheet is a DATA_SOURCE sheet, this field is output only but contains the properties that reflect how a data source sheet is rendered in the UI, e.g. row_count.'}, 'rightToLeft': {'description': 'True if the sheet is an RTL sheet instead of an LTR sheet.', 'type': 'boolean'}, 'sheetId': {'format': 'int32', 'description': 'The ID of the sheet. Must be non-negative. This field cannot be changed once set.', 'type': 'integer'}, 'sheetType': {'type': 'string', 'description': 'The type of sheet. Defaults to GRID. This field cannot be changed once set.', 'enum': ['SHEET_TYPE_UNSPECIFIED', 'GRID', 'OBJECT', 'DATA_SOURCE'], 'enumDescriptions': ['Default value, do not use.', 'The sheet is a grid.', 'The sheet has no grid and instead has an object like a chart or image.', 'The sheet connects with an external DataSource and shows the preview of data.']}, 'dataSourceSheetProperties': {'$ref': 'DataSourceSheetProperties', 'description': 'Output only. If present, the field contains DATA_SOURCE sheet specific properties.', 'readOnly': True}, 'hidden': {'description': ""True if the sheet is hidden in the UI, false if it's visible."", 'type': 'boolean'}}}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
DeleteDataSourceRequest,v4,Reads and writes Google Sheets.,sheets:v4,"{'description': 'Deletes a data source. The request also deletes the associated data source sheet, and unlinks all associated data source objects.', 'id': 'DeleteDataSourceRequest', 'type': 'object', 'properties': {'dataSourceId': {'description': 'The ID of the data source to delete.', 'type': 'string'}}}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
DataSourceRefreshMonthlySchedule,v4,Reads and writes Google Sheets.,sheets:v4,"{'properties': {'startTime': {'$ref': 'TimeOfDay', 'description': 'The start time of a time interval in which a data source refresh is scheduled. Only `hours` part is used. The time interval size defaults to that in the Sheets editor.'}, 'daysOfMonth': {'description': 'Days of the month to refresh. Only 1-28 are supported, mapping to the 1st to the 28th day. At lesat one day must be specified.', 'items': {'type': 'integer', 'format': 'int32'}, 'type': 'array'}}, 'id': 'DataSourceRefreshMonthlySchedule', 'type': 'object', 'description': 'A monthly schedule for data to refresh on specific days in the month in a given time interval.'}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
PivotFilterSpec,v4,Reads and writes Google Sheets.,sheets:v4,"{'id': 'PivotFilterSpec', 'properties': {'columnOffsetIndex': {'type': 'integer', 'format': 'int32', 'description': 'The column offset of the source range.'}, 'filterCriteria': {'description': 'The criteria for the column.', '$ref': 'PivotFilterCriteria'}, 'dataSourceColumnReference': {'description': 'The reference to the data source column.', '$ref': 'DataSourceColumnReference'}}, 'type': 'object', 'description': 'The pivot table filter criteria associated with a specific source column offset.'}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
DataSourceFormula,v4,Reads and writes Google Sheets.,sheets:v4,"{'description': 'A data source formula.', 'properties': {'dataExecutionStatus': {'description': 'Output only. The data execution status.', 'readOnly': True, '$ref': 'DataExecutionStatus'}, 'dataSourceId': {'type': 'string', 'description': 'The ID of the data source the formula is associated with.'}}, 'id': 'DataSourceFormula', 'type': 'object'}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
GetSpreadsheetByDataFilterRequest,v4,Reads and writes Google Sheets.,sheets:v4,"{'properties': {'dataFilters': {'items': {'$ref': 'DataFilter'}, 'description': 'The DataFilters used to select which ranges to retrieve from the spreadsheet.', 'type': 'array'}, 'includeGridData': {'type': 'boolean', 'description': 'True if grid data should be returned. This parameter is ignored if a field mask was set in the request.'}}, 'type': 'object', 'id': 'GetSpreadsheetByDataFilterRequest', 'description': 'The request for retrieving a Spreadsheet.'}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
InsertDimensionRequest,v4,Reads and writes Google Sheets.,sheets:v4,"{'properties': {'range': {'description': 'The dimensions to insert. Both the start and end indexes must be bounded.', '$ref': 'DimensionRange'}, 'inheritFromBefore': {'description': 'Whether dimension properties should be extended from the dimensions before or after the newly inserted dimensions. True to inherit from the dimensions before (in which case the start index must be greater than 0), and false to inherit from the dimensions after. For example, if row index 0 has red background and row index 1 has a green background, then inserting 2 rows at index 1 can inherit either the green or red background. If `inheritFromBefore` is true, the two new rows will be red (because the row before the insertion point was red), whereas if `inheritFromBefore` is false, the two new rows will be green (because the row after the insertion point was green).', 'type': 'boolean'}}, 'type': 'object', 'id': 'InsertDimensionRequest', 'description': 'Inserts rows or columns in a sheet at a particular index.'}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
BatchUpdateSpreadsheetRequest,v4,Reads and writes Google Sheets.,sheets:v4,"{'id': 'BatchUpdateSpreadsheetRequest', 'description': 'The request for updating any aspect of a spreadsheet.', 'type': 'object', 'properties': {'responseRanges': {'description': ""Limits the ranges included in the response spreadsheet. Meaningful only if include_spreadsheet_in_response is 'true'."", 'items': {'type': 'string'}, 'type': 'array'}, 'includeSpreadsheetInResponse': {'description': 'Determines if the update response should include the spreadsheet resource.', 'type': 'boolean'}, 'requests': {'items': {'$ref': 'Request'}, 'description': 'A list of updates to apply to the spreadsheet. Requests will be applied in the order they are specified. If any request is not valid, no requests will be applied.', 'type': 'array'}, 'responseIncludeGridData': {'type': 'boolean', 'description': ""True if grid data should be returned. Meaningful only if include_spreadsheet_in_response is 'true'. This parameter is ignored if a field mask was set in the request.""}}}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
PieChartSpec,v4,Reads and writes Google Sheets.,sheets:v4,"{'description': 'A pie chart.', 'properties': {'series': {'$ref': 'ChartData', 'description': 'The data that covers the one and only series of the pie chart.'}, 'legendPosition': {'description': 'Where the legend of the pie chart should be drawn.', 'type': 'string', 'enum': ['PIE_CHART_LEGEND_POSITION_UNSPECIFIED', 'BOTTOM_LEGEND', 'LEFT_LEGEND', 'RIGHT_LEGEND', 'TOP_LEGEND', 'NO_LEGEND', 'LABELED_LEGEND'], 'enumDescriptions': ['Default value, do not use.', 'The legend is rendered on the bottom of the chart.', 'The legend is rendered on the left of the chart.', 'The legend is rendered on the right of the chart.', 'The legend is rendered on the top of the chart.', 'No legend is rendered.', 'Each pie slice has a label attached to it.']}, 'threeDimensional': {'type': 'boolean', 'description': 'True if the pie is three dimensional.'}, 'pieHole': {'description': 'The size of the hole in the pie chart.', 'type': 'number', 'format': 'double'}, 'domain': {'$ref': 'ChartData', 'description': 'The data that covers the domain of the pie chart.'}}, 'type': 'object', 'id': 'PieChartSpec'}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
MoveDimensionRequest,v4,Reads and writes Google Sheets.,sheets:v4,"{'id': 'MoveDimensionRequest', 'type': 'object', 'description': 'Moves one or more rows or columns.', 'properties': {'destinationIndex': {'description': 'The zero-based start index of where to move the source data to, based on the coordinates *before* the source data is removed from the grid. Existing data will be shifted down or right (depending on the dimension) to make room for the moved dimensions. The source dimensions are removed from the grid, so the the data may end up in a different index than specified. For example, given `A1..A5` of `0, 1, 2, 3, 4` and wanting to move `""1""` and `""2""` to between `""3""` and `""4""`, the source would be `ROWS [1..3)`,and the destination index would be `""4""` (the zero-based index of row 5). The end result would be `A1..A5` of `0, 3, 1, 2, 4`.', 'format': 'int32', 'type': 'integer'}, 'source': {'description': 'The source dimensions to move.', '$ref': 'DimensionRange'}}}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
